gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,course_diff
other,Bachelor of Technology,1.41,92.0,yes,5.0,average,coaching,low,moderate,55.6,6
male,Bachelor of Science,0.08,64.8,yes,6.9,average,online videos,low,easy,19.599,5
other,Bachelor of Technology,0.67,46.7,yes,8.9,average,group study,medium,hard,39.3,6
other,Bachelor of Computer Applications,6.42,92.1,no,9.8,good,coaching,low,moderate,97.7,4
other,Diploma,0.43,93.8,yes,4.2,poor,mixed,high,hard,38.3,0
other,Bachelor of Technology,5.97,49.2,no,6.0,average,mixed,high,easy,89.7,6
female,Diploma,3.24,52.9,yes,5.9,poor,online videos,medium,moderate,51.1,0
male,Diploma,3.41,54.3,yes,6.6,good,group study,medium,moderate,25.5,0
other,Bachelor of Arts,5.85,90.1,yes,8.6,average,group study,low,easy,84.7,1
male,Bachelor of Technology,2.56,97.3,yes,4.3,good,group study,low,easy,55.5,6
female,Bachelor of Business Administration,6.48,63.7,yes,9.6,good,coaching,low,moderate,85.0,3
other,Bachelor of Arts,0.75,96.1,yes,9.1,average,group study,high,easy,67.4,1
male,Bachelor of Computer Applications,5.75,41.2,yes,4.4,poor,coaching,medium,moderate,60.6,4
other,Bachelor of Commerce,7.23,63.8,yes,6.0,average,online videos,medium,hard,72.5,2
other,Bachelor of Arts,1.31,47.0,no,7.0,good,self-study,low,moderate,24.3,1
female,Diploma,4.44,99.1,no,7.4,average,group study,low,moderate,71.3,0
male,Bachelor of Business Administration,5.13,51.8,yes,7.8,average,self-study,low,moderate,51.9,3
male,Bachelor of Business Administration,1.06,96.1,yes,7.0,poor,online videos,low,moderate,48.1,3
other,Diploma,4.35,86.6,yes,8.8,average,online videos,high,moderate,78.5,0
male,Bachelor of Arts,2.02,93.4,yes,9.7,average,self-study,high,easy,85.8,1
other,Bachelor of Science,6.03,70.5,yes,6.4,good,group study,medium,moderate,69.5,5
male,Diploma,4.54,70.7,yes,7.4,good,mixed,high,easy,70.0,0
female,Bachelor of Technology,3.28,48.9,no,9.2,poor,coaching,low,easy,57.2,6
female,Bachelor of Arts,5.94,47.5,yes,8.7,poor,group study,high,moderate,58.4,1
male,Bachelor of Computer Applications,5.85,79.7,no,5.6,average,group study,low,moderate,60.2,4
other,Bachelor of Computer Applications,1.68,56.5,yes,4.2,poor,online videos,medium,easy,20.4,4
other,Bachelor of Business Administration,0.2,68.5,yes,7.8,good,group study,high,easy,64.2,3
male,Bachelor of Commerce,1.99,47.4,yes,6.5,good,mixed,low,easy,39.4,2
other,Bachelor of Science,7.06,75.4,yes,4.1,good,self-study,medium,easy,79.7,5
other,Bachelor of Technology,3.17,44.7,no,4.1,poor,coaching,low,easy,32.4,6
other,Bachelor of Commerce,1.61,50.5,yes,9.4,average,online videos,low,easy,45.2,2
female,Diploma,2.95,48.8,yes,4.5,poor,self-study,low,easy,36.4,0
female,Bachelor of Business Administration,3.07,48.3,no,8.9,average,mixed,low,moderate,54.0,3
female,Bachelor of Commerce,3.63,77.5,yes,8.4,average,group study,high,moderate,61.9,2
male,Bachelor of Arts,3.6,42.2,no,7.4,average,group study,high,moderate,55.6,1
male,Bachelor of Commerce,2.38,80.4,no,8.8,average,group study,high,moderate,62.7,2
male,Diploma,2.4,80.4,yes,7.7,poor,self-study,high,hard,53.5,0
male,Bachelor of Arts,6.4,52.0,no,7.2,poor,coaching,low,moderate,78.1,1
other,Bachelor of Computer Applications,5.3,68.4,yes,4.4,good,mixed,medium,moderate,70.5,4
female,Bachelor of Technology,5.44,50.6,yes,4.9,good,online videos,high,moderate,73.5,6
female,Bachelor of Arts,1.52,57.9,yes,8.2,good,online videos,low,moderate,36.1,1
other,Bachelor of Business Administration,7.91,86.7,yes,8.1,average,group study,low,easy,93.2,3
other,Bachelor of Business Administration,0.7,70.4,yes,8.1,average,group study,high,hard,38.2,3
other,Bachelor of Technology,5.46,97.9,yes,8.1,average,online videos,medium,hard,100.0,6
male,Bachelor of Business Administration,5.95,96.3,yes,7.4,poor,online videos,low,hard,80.1,3
male,Bachelor of Computer Applications,2.14,53.0,no,8.2,good,mixed,high,hard,48.0,4
male,Bachelor of Technology,0.62,88.8,yes,6.8,average,self-study,medium,hard,45.2,6
male,Bachelor of Commerce,5.9,60.5,yes,6.5,good,mixed,medium,hard,75.7,2
female,Bachelor of Commerce,4.52,63.0,no,4.2,good,group study,high,moderate,67.9,2
other,Bachelor of Science,7.73,75.7,no,8.6,average,mixed,high,moderate,86.7,5
female,Bachelor of Arts,5.82,70.3,yes,6.2,poor,mixed,low,easy,44.1,1
other,Diploma,7.44,96.1,yes,9.4,average,coaching,high,easy,100.0,0
female,Diploma,5.07,94.3,no,6.0,average,group study,medium,moderate,73.9,0
other,Bachelor of Business Administration,3.98,66.9,no,7.0,poor,self-study,high,moderate,64.8,3
male,Diploma,7.56,89.6,yes,8.9,poor,self-study,low,moderate,69.2,0
male,Bachelor of Computer Applications,6.55,94.8,yes,9.6,average,self-study,low,hard,91.0,4
other,Bachelor of Technology,0.28,83.4,no,9.0,poor,self-study,low,hard,35.1,6
female,Bachelor of Commerce,4.66,81.9,yes,8.8,good,self-study,medium,easy,74.0,2
female,Bachelor of Computer Applications,1.2,73.9,no,5.4,good,group study,medium,moderate,35.5,4
other,Bachelor of Arts,7.58,81.5,yes,4.4,poor,group study,medium,moderate,77.4,1
other,Bachelor of Business Administration,5.41,48.9,yes,6.0,poor,online videos,low,easy,59.2,3
male,Bachelor of Commerce,3.61,52.4,yes,5.2,good,self-study,medium,moderate,52.3,2
female,Bachelor of Technology,7.68,62.1,yes,9.0,average,mixed,high,moderate,100.0,6
female,Bachelor of Arts,2.69,96.6,yes,9.8,good,mixed,high,moderate,83.9,1
female,Bachelor of Commerce,3.55,57.9,yes,4.4,average,online videos,low,moderate,63.3,2
other,Bachelor of Computer Applications,3.19,47.7,no,8.3,good,online videos,high,moderate,51.1,4
other,Diploma,1.05,67.8,yes,8.3,good,mixed,high,easy,44.8,0
male,Bachelor of Technology,1.2,60.4,yes,4.4,average,self-study,low,hard,25.8,6
female,Bachelor of Commerce,4.73,99.4,yes,8.5,average,coaching,high,hard,82.3,2
female,Bachelor of Commerce,0.56,63.2,yes,9.9,average,coaching,high,hard,49.4,2
female,Bachelor of Business Administration,7.45,73.8,no,5.5,poor,self-study,low,moderate,72.3,3
male,Bachelor of Commerce,2.62,97.9,no,6.6,poor,coaching,high,moderate,72.5,2
female,Bachelor of Arts,2.57,93.5,no,5.8,poor,coaching,low,easy,52.0,1
other,Diploma,1.12,94.2,yes,8.4,good,self-study,high,easy,63.5,0
male,Bachelor of Business Administration,2.81,87.5,yes,8.1,good,self-study,low,hard,50.3,3
female,Bachelor of Technology,5.53,61.7,yes,6.9,poor,coaching,medium,easy,68.1,6
other,Bachelor of Arts,7.66,86.4,yes,6.3,good,online videos,high,moderate,90.0,1
female,Diploma,1.54,75.9,yes,8.9,poor,online videos,medium,easy,37.9,0
female,Bachelor of Arts,1.42,61.8,yes,4.6,average,coaching,medium,moderate,55.0,1
male,Diploma,1.11,71.9,no,9.4,average,coaching,medium,hard,52.0,0
male,Diploma,4.59,91.9,yes,6.5,poor,coaching,low,moderate,74.0,0
female,Bachelor of Science,0.94,43.9,yes,7.4,poor,coaching,low,moderate,25.5,5
other,Bachelor of Commerce,0.7,93.9,yes,7.6,poor,online videos,high,moderate,49.4,2
male,Bachelor of Science,5.95,82.6,yes,8.8,average,group study,low,moderate,80.4,5
male,Bachelor of Science,6.35,59.6,yes,4.8,good,online videos,low,moderate,78.7,5
other,Bachelor of Commerce,2.52,64.1,yes,5.2,average,online videos,low,moderate,37.7,2
other,Bachelor of Commerce,4.65,65.9,yes,7.1,average,self-study,low,easy,46.3,2
male,Bachelor of Commerce,5.94,66.0,yes,8.0,good,online videos,low,easy,72.2,2
female,Bachelor of Computer Applications,0.39,41.2,yes,5.0,good,mixed,low,easy,19.599,4
female,Bachelor of Science,5.08,50.9,yes,5.6,good,coaching,medium,easy,78.7,5
male,Bachelor of Arts,2.29,66.1,yes,6.0,average,group study,high,easy,50.2,1
male,Diploma,3.27,45.4,yes,8.8,average,coaching,high,moderate,49.6,0
male,Bachelor of Computer Applications,2.85,48.4,yes,6.3,average,group study,medium,hard,40.3,4
female,Bachelor of Science,5.75,95.7,yes,9.6,poor,coaching,medium,hard,95.8,5
male,Bachelor of Science,3.75,74.0,yes,6.0,poor,online videos,high,moderate,46.8,5
female,Diploma,6.08,94.3,yes,4.8,average,group study,medium,moderate,84.9,0
male,Bachelor of Business Administration,2.52,79.0,yes,4.6,good,coaching,low,easy,76.7,3
male,Diploma,4.33,61.4,yes,8.2,good,mixed,medium,moderate,80.3,0
male,Diploma,7.26,88.7,no,8.1,average,online videos,low,easy,87.7,0
female,Bachelor of Arts,3.5,74.7,yes,8.3,good,online videos,medium,moderate,65.2,1
male,Bachelor of Arts,4.61,71.6,yes,6.3,poor,online videos,low,hard,46.2,1
male,Bachelor of Commerce,5.36,45.5,yes,6.2,poor,group study,high,moderate,67.7,2
male,Bachelor of Business Administration,7.3,52.3,yes,4.1,average,online videos,low,easy,71.5,3
other,Bachelor of Business Administration,5.09,42.4,yes,6.2,poor,mixed,low,easy,67.5,3
female,Bachelor of Business Administration,4.9,45.1,no,4.4,good,online videos,low,easy,57.1,3
other,Diploma,6.67,93.5,yes,7.5,poor,group study,medium,moderate,82.4,0
male,Bachelor of Computer Applications,7.91,87.5,yes,4.5,average,self-study,high,moderate,100.0,4
female,Bachelor of Technology,7.19,53.3,yes,9.3,average,coaching,high,moderate,100.0,6
male,Bachelor of Commerce,1.0,54.5,yes,7.1,good,mixed,high,moderate,30.1,2
male,Bachelor of Arts,5.41,69.4,yes,8.9,poor,group study,medium,moderate,79.7,1
male,Bachelor of Business Administration,2.63,59.8,yes,7.5,average,self-study,high,easy,60.0,3
male,Diploma,3.32,73.3,yes,7.7,poor,online videos,medium,moderate,49.0,0
male,Bachelor of Commerce,5.16,53.0,yes,8.6,poor,coaching,high,moderate,73.6,2
male,Bachelor of Computer Applications,1.16,64.4,yes,4.6,poor,self-study,high,easy,45.2,4
male,Bachelor of Commerce,5.54,95.0,yes,4.8,average,online videos,medium,moderate,87.3,2
other,Bachelor of Science,2.35,67.6,yes,9.5,poor,mixed,low,hard,54.9,5
male,Bachelor of Arts,6.55,92.5,yes,4.9,poor,self-study,low,hard,73.6,1
female,Bachelor of Science,2.97,71.9,yes,9.6,poor,mixed,medium,hard,63.9,5
female,Bachelor of Commerce,0.4,65.6,yes,4.7,poor,coaching,medium,easy,44.2,2
female,Bachelor of Science,4.79,70.6,yes,7.8,poor,mixed,low,moderate,85.2,5
other,Bachelor of Technology,6.0,84.5,yes,8.9,poor,self-study,medium,moderate,87.9,6
female,Bachelor of Business Administration,4.93,99.4,yes,8.4,good,coaching,high,easy,100.0,3
male,Bachelor of Computer Applications,6.23,41.8,yes,8.7,poor,self-study,high,moderate,55.7,4
male,Bachelor of Technology,6.43,71.0,yes,6.2,good,coaching,low,hard,91.3,6
male,Bachelor of Business Administration,0.34,80.3,yes,9.5,poor,coaching,low,moderate,43.0,3
other,Bachelor of Arts,0.08,64.3,yes,7.2,good,group study,low,moderate,34.5,1
female,Bachelor of Technology,1.79,74.3,yes,5.2,good,mixed,medium,moderate,45.7,6
male,Bachelor of Business Administration,1.8,43.2,yes,9.4,poor,self-study,medium,moderate,36.7,3
female,Bachelor of Science,4.5,56.8,no,9.0,average,online videos,high,hard,67.1,5
female,Bachelor of Computer Applications,1.83,62.6,yes,7.7,poor,coaching,high,easy,69.1,4
male,Bachelor of Business Administration,2.92,64.4,yes,6.5,good,self-study,low,moderate,48.2,3
other,Bachelor of Technology,3.63,80.9,yes,9.0,poor,coaching,low,easy,68.4,6
other,Bachelor of Arts,4.81,94.1,yes,8.7,poor,online videos,low,moderate,76.4,1
female,Bachelor of Technology,7.91,43.7,yes,7.1,average,group study,low,moderate,77.6,6
other,Bachelor of Computer Applications,5.51,67.0,yes,5.5,poor,self-study,medium,easy,60.7,4
male,Bachelor of Commerce,2.13,63.9,yes,8.3,good,mixed,low,moderate,68.0,2
other,Bachelor of Arts,2.81,97.9,yes,9.0,poor,self-study,low,hard,26.9,1
female,Bachelor of Business Administration,0.35,82.4,yes,5.1,good,self-study,high,hard,64.0,3
other,Bachelor of Computer Applications,3.36,97.3,yes,4.8,poor,online videos,medium,easy,36.7,4
other,Bachelor of Arts,4.71,70.2,yes,8.6,poor,mixed,medium,hard,77.9,1
female,Bachelor of Technology,7.6,77.7,yes,9.2,poor,mixed,medium,moderate,94.5,6
male,Bachelor of Science,2.14,91.3,yes,5.8,poor,online videos,high,moderate,56.4,5
other,Bachelor of Business Administration,1.95,42.2,yes,7.6,poor,coaching,high,easy,60.8,3
female,Bachelor of Technology,0.14,95.5,yes,4.7,poor,group study,high,moderate,42.9,6
female,Bachelor of Commerce,4.6,68.6,yes,8.7,average,group study,low,moderate,66.9,2
other,Bachelor of Commerce,7.91,97.7,yes,8.9,good,mixed,high,moderate,100.0,2
other,Bachelor of Commerce,2.97,40.6,yes,5.0,good,self-study,high,easy,49.3,2
male,Diploma,3.98,45.6,yes,8.5,good,online videos,high,moderate,76.9,0
female,Diploma,0.47,44.5,no,6.3,average,group study,low,hard,32.3,0
other,Diploma,4.57,43.4,yes,7.1,good,group study,low,easy,64.9,0
male,Diploma,1.68,48.0,yes,9.5,average,group study,high,easy,47.9,0
female,Diploma,0.12,60.0,yes,9.2,poor,mixed,high,easy,39.6,0
male,Bachelor of Science,5.47,48.0,yes,6.6,poor,mixed,low,hard,48.5,5
male,Bachelor of Commerce,1.18,48.7,yes,9.0,average,coaching,medium,moderate,49.7,2
female,Bachelor of Technology,0.81,67.0,yes,5.6,good,coaching,high,hard,43.1,6
other,Bachelor of Computer Applications,1.83,77.6,yes,4.9,good,group study,medium,hard,46.6,4
female,Diploma,1.1,42.7,yes,6.3,good,group study,high,hard,33.7,0
male,Bachelor of Technology,4.98,74.5,no,7.0,average,self-study,high,moderate,81.5,6
other,Bachelor of Science,2.14,74.9,yes,7.3,average,online videos,high,hard,64.1,5
male,Bachelor of Science,5.37,59.3,yes,5.1,poor,coaching,high,easy,80.4,5
male,Diploma,4.37,51.3,yes,6.8,good,online videos,high,hard,66.6,0
female,Bachelor of Computer Applications,2.83,78.0,yes,5.1,average,coaching,medium,moderate,72.3,4
other,Bachelor of Science,1.55,86.9,yes,6.2,average,self-study,high,easy,60.2,5
male,Bachelor of Technology,5.38,57.0,yes,7.5,average,group study,high,moderate,60.2,6
male,Bachelor of Commerce,4.2,70.6,yes,6.2,poor,coaching,high,hard,47.3,2
other,Bachelor of Business Administration,5.77,45.9,yes,4.1,good,mixed,low,moderate,57.6,3
female,Bachelor of Technology,4.05,86.9,no,8.1,poor,group study,medium,moderate,69.4,6
other,Bachelor of Arts,6.42,79.8,yes,7.0,good,coaching,high,moderate,100.0,1
female,Bachelor of Arts,4.4,65.7,yes,4.8,poor,self-study,low,easy,55.3,1
male,Diploma,6.51,76.3,yes,4.5,good,group study,low,hard,66.2,0
male,Bachelor of Science,4.4,97.3,yes,6.3,poor,self-study,medium,easy,67.6,5
female,Bachelor of Science,7.69,73.7,yes,9.6,good,coaching,medium,moderate,100.0,5
female,Bachelor of Arts,6.83,65.6,yes,6.2,good,mixed,low,hard,87.9,1
other,Bachelor of Commerce,2.03,67.2,yes,9.9,poor,coaching,low,moderate,50.7,2
male,Diploma,5.83,50.9,yes,8.3,good,self-study,medium,moderate,61.0,0
male,Bachelor of Computer Applications,1.06,94.6,no,9.8,poor,mixed,medium,moderate,64.8,4
male,Bachelor of Science,7.29,73.1,yes,9.1,poor,online videos,high,easy,70.5,5
female,Bachelor of Commerce,2.76,63.7,no,8.9,poor,mixed,high,easy,62.4,2
other,Bachelor of Business Administration,3.82,96.2,yes,5.1,good,online videos,medium,moderate,62.4,3
other,Diploma,0.16,73.1,yes,5.9,average,online videos,low,easy,19.599,0
male,Bachelor of Science,6.94,48.8,no,8.1,average,coaching,high,easy,84.4,5
female,Bachelor of Commerce,7.58,81.6,yes,6.0,good,mixed,low,moderate,88.0,2
other,Bachelor of Business Administration,3.76,98.0,yes,7.5,poor,group study,high,moderate,61.6,3
male,Diploma,1.5,89.6,yes,4.6,good,coaching,low,moderate,70.6,0
other,Bachelor of Commerce,5.55,62.8,yes,6.9,average,mixed,low,moderate,49.8,2
male,Bachelor of Arts,2.38,88.5,yes,8.5,good,self-study,medium,easy,68.4,1
male,Bachelor of Business Administration,7.68,68.9,yes,8.6,average,group study,medium,moderate,91.7,3
male,Bachelor of Commerce,2.49,64.3,yes,6.3,poor,online videos,medium,moderate,45.4,2
other,Bachelor of Computer Applications,4.61,73.3,yes,8.4,poor,self-study,low,moderate,55.2,4
other,Bachelor of Arts,0.4,44.6,yes,7.4,poor,coaching,low,moderate,20.1,1
other,Diploma,7.91,55.9,yes,6.1,poor,online videos,high,hard,74.6,0
other,Bachelor of Business Administration,4.61,74.8,yes,4.4,average,mixed,low,easy,68.8,3
other,Diploma,7.8,47.0,no,4.3,average,online videos,medium,moderate,59.7,0
female,Diploma,2.41,64.6,yes,4.9,poor,group study,high,easy,23.6,0
other,Bachelor of Science,4.22,89.7,yes,8.8,poor,self-study,medium,easy,59.6,5
male,Diploma,0.15,93.6,yes,4.7,poor,self-study,low,hard,26.7,0
female,Bachelor of Technology,6.17,51.0,no,6.8,average,online videos,high,moderate,51.1,6
other,Bachelor of Science,1.33,96.7,yes,4.6,poor,online videos,low,moderate,34.0,5
other,Bachelor of Technology,3.4,68.0,yes,8.2,poor,self-study,medium,moderate,68.6,6
female,Bachelor of Technology,5.36,49.1,yes,4.5,average,mixed,high,hard,75.7,6
male,Bachelor of Computer Applications,0.66,85.0,yes,7.7,poor,group study,medium,hard,48.4,4
other,Bachelor of Technology,6.27,45.1,yes,8.0,poor,mixed,low,easy,64.3,6
male,Bachelor of Science,6.45,83.9,yes,5.1,poor,mixed,low,easy,48.2,5
other,Bachelor of Commerce,4.25,81.9,yes,5.3,good,mixed,high,moderate,88.0,2
other,Bachelor of Computer Applications,4.84,78.2,yes,9.8,poor,self-study,high,moderate,55.9,4
other,Bachelor of Computer Applications,0.75,89.7,no,4.7,average,online videos,high,easy,40.5,4
male,Diploma,3.59,89.4,yes,8.9,average,online videos,low,easy,59.3,0
male,Bachelor of Technology,6.73,66.4,yes,8.2,average,online videos,high,easy,82.2,6
female,Bachelor of Science,0.71,71.0,yes,5.3,average,group study,medium,hard,28.3,5
female,Bachelor of Commerce,7.91,65.1,no,9.3,average,group study,high,easy,80.4,2
female,Bachelor of Science,3.89,76.8,yes,4.4,good,mixed,medium,moderate,76.3,5
male,Bachelor of Technology,0.1,71.4,yes,7.3,poor,coaching,medium,moderate,61.0,6
female,Bachelor of Arts,2.72,57.8,no,4.9,good,online videos,high,hard,51.4,1
other,Bachelor of Arts,4.0,65.4,yes,7.3,average,mixed,low,moderate,66.5,1
other,Bachelor of Arts,7.67,73.9,yes,7.4,good,group study,low,easy,84.0,1
female,Bachelor of Technology,5.64,88.0,yes,4.1,poor,mixed,high,moderate,83.9,6
male,Bachelor of Commerce,4.65,48.1,yes,8.8,average,online videos,low,moderate,60.2,2
male,Bachelor of Arts,7.73,73.7,yes,5.1,poor,online videos,low,moderate,77.5,1
male,Bachelor of Science,2.36,96.3,yes,4.6,poor,online videos,medium,moderate,41.7,5
male,Bachelor of Computer Applications,3.04,64.5,yes,8.6,average,coaching,medium,hard,58.7,4
other,Diploma,6.15,44.1,no,5.0,poor,group study,medium,hard,57.1,0
female,Diploma,4.76,91.0,yes,9.8,good,coaching,medium,moderate,86.9,0
other,Bachelor of Business Administration,1.75,52.7,yes,9.4,poor,self-study,low,moderate,39.9,3
male,Bachelor of Business Administration,6.01,81.8,yes,4.5,good,coaching,medium,moderate,69.2,3
other,Bachelor of Science,2.14,67.7,yes,7.3,poor,online videos,medium,moderate,59.4,5
male,Bachelor of Commerce,4.47,96.4,yes,7.6,poor,group study,low,moderate,80.1,2
male,Bachelor of Technology,6.85,86.4,no,4.5,average,group study,high,hard,89.1,6
other,Bachelor of Arts,2.2,88.1,yes,9.6,average,group study,medium,moderate,57.7,1
other,Bachelor of Computer Applications,6.09,76.1,yes,5.9,average,mixed,high,moderate,77.9,4
female,Bachelor of Business Administration,6.89,48.4,yes,4.4,good,self-study,medium,moderate,65.5,3
female,Bachelor of Technology,2.54,50.2,yes,9.8,good,mixed,low,moderate,57.6,6
other,Bachelor of Arts,1.57,42.7,yes,5.2,average,mixed,low,moderate,28.1,1
other,Diploma,6.93,77.8,yes,6.2,good,group study,low,moderate,76.6,0
male,Bachelor of Technology,3.73,81.4,yes,7.0,average,coaching,low,easy,50.9,6
male,Bachelor of Arts,2.49,52.4,yes,5.6,poor,group study,low,hard,35.5,1
male,Bachelor of Science,0.08,91.5,yes,9.2,average,mixed,medium,moderate,48.2,5
female,Diploma,1.55,61.2,yes,7.2,good,group study,low,moderate,61.7,0
male,Bachelor of Arts,4.1,53.2,yes,7.5,average,coaching,medium,moderate,65.0,1
female,Bachelor of Computer Applications,6.63,85.1,no,8.1,good,coaching,low,easy,68.7,4
male,Bachelor of Arts,4.02,77.6,yes,9.7,poor,online videos,high,moderate,70.0,1
female,Diploma,2.21,52.0,yes,8.5,good,online videos,low,moderate,48.8,0
other,Bachelor of Commerce,7.43,90.0,yes,5.1,average,group study,medium,easy,78.8,2
